year,prov,gdp,id,island,primary,secondary,tertiary,agri_gdp,constr_gdp,manuf_gdp,utilities_gdp,sec_gdp,tert_gdp,tsunami_aceh,aceh_northsumatra,tsunami_sumatra,log_cap_gr,tsunami_sumatra_alt,tsunami_sumatra_alternative,region,district_type,longitude,latitude,noncoastal,log_gr,tsunami_yrs,region2,tsunami_aceh1,tsunami_aceh2,tsunami_aceh3,tsunami_sumatra1,tsunami_sumatra2,tsunami_sumatra3,aceh_treat1,aceh_treat2,aceh_treat3,sumatra_treat1,sumatra_treat2,sumatra_treat3,non_tsunami_yrs,aceh_lead1,aceh_lead2,aceh_lead3,sumatra_lead1,sumatra_lead2,sumatra_lead3,sumatra_treat1_05,sumatra_treat1_06,sumatra_treat1_07,sumatra_treat1_08,sumatra_treat1_09,sumatra_treat1_10,sumatra_treat1_11,sumatra_treat1_12,aceh_treat1_05,aceh_treat1_06,aceh_treat1_07,aceh_treat1_08,aceh_treat1_09,aceh_treat1_10,aceh_treat1_11,aceh_treat1_12,sumatra_treat2_05,sumatra_treat2_06,sumatra_treat2_07,sumatra_treat2_08,sumatra_treat2_09,sumatra_treat2_10,sumatra_treat2_11,sumatra_treat2_12,aceh_treat2_05,aceh_treat2_06,aceh_treat2_07,aceh_treat2_08,aceh_treat2_09,aceh_treat2_10,aceh_treat2_11,aceh_treat2_12,sumatra_treat3_05,sumatra_treat3_06,sumatra_treat3_07,sumatra_treat3_08,sumatra_treat3_09,sumatra_treat3_10,sumatra_treat3_11,sumatra_treat3_12,aceh_treat3_05,aceh_treat3_06,aceh_treat3_07,aceh_treat3_08,aceh_treat3_09,aceh_treat3_10,aceh_treat3_11,aceh_treat3_12,sumatra_lead1_00,sumatra_lead1_01,sumatra_lead1_02,sumatra_lead1_03,sumatra_lead1_04,aceh_lead1_00,aceh_lead1_01,aceh_lead1_02,aceh_lead1_03,aceh_lead1_04,sumatra_lead2_00,sumatra_lead2_01,sumatra_lead2_02,sumatra_lead2_03,sumatra_lead2_04,aceh_lead2_00,aceh_lead2_01,aceh_lead2_02,aceh_lead2_03,aceh_lead2_04,sumatra_lead3_00,sumatra_lead3_01,sumatra_lead3_02,sumatra_lead3_03,sumatra_lead3_04,aceh_lead3_00,aceh_lead3_01,aceh_lead3_02,aceh_lead3_03,aceh_lead3_04,region_year
2006,Nanggroe Aceh Darussalam,153.749836,3,Sumatra,55.150951,21.374784,77.224098,32.786442,10.420851,3.253814,.22764824,13.902313,50.227108,Tsunami stricken,1,Tsunami stricken,.06835366,0,.11111111,Aceh Besar,Kab,95.516121,5.3773599,0,.079044729,1,3,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6018
2008,Nanggroe Aceh Darussalam,185.50827692,3,Sumatra,56.097584,34.8092,94.601494,27.453552,15.5146,2.9849913,.26463866,18.764231,50.995834,Tsunami stricken,1,Tsunami stricken,.11575595,0,.11111111,Aceh Besar,Kab,95.516121,5.3773599,0,.12464713,1,3,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6024
2000,Nanggroe Aceh Darussalam,114.4729635,3,Sumatra,49.481339,30.877037,34.114586,40.608074,10.5687,16.157177,.24733603,26.973213,29.801435,Tsunami stricken,1,Tsunami stricken,-.2013668,0,,Aceh Besar,Kab,95.516121,5.3773599,0,-.042187423,0,3,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6000
2011,Nanggroe Aceh Darussalam,214.3029,3,Sumatra,60.019901,41.700279,112.5819,25.497332,16.310242,2.8693871,.27894163,19.45857,52.534008,Tsunami stricken,1,Tsunami stricken,.017809464,0,.11111111,Aceh Besar,Kab,95.516121,5.3773599,0,.043904569,1,3,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6033
2009,Nanggroe Aceh Darussalam,195.6889,3,Sumatra,57.778839,37.22226,100.6878,26.859142,15.798362,2.9550169,.26776174,19.021139,51.452995,Tsunami stricken,1,Tsunami stricken,.044901557,0,.11111111,Aceh Besar,Kab,95.516121,5.3773599,0,.053426653,1,3,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6027
2003,Nanggroe Aceh Darussalam,134.2104168,3,Sumatra,52.630524,33.725952,47.853951,36.799076,10.248692,14.657276,.22319193,25.129162,35.655914,Tsunami stricken,1,Tsunami stricken,.0733357,0,,Aceh Besar,Kab,95.516121,5.3773599,0,.10048578,0,3,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6009
2005,Nanggroe Aceh Darussalam,142.06463264,3,Sumatra,53.878231,21.937103,66.249298,35.098042,10.657838,4.5687246,.21507357,15.441636,46.633209,Tsunami stricken,1,Tsunami stricken,.23416644,1,.11111111,Aceh Besar,Kab,95.516121,5.3773599,0,.015749663,1,3,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6015
2002,Nanggroe Aceh Darussalam,121.37962875,3,Sumatra,51.14278,32.909859,37.326984,39.562862,10.751097,16.121635,.24043274,27.113165,30.752264,Tsunami stricken,1,Tsunami stricken,.034804493,0,,Aceh Besar,Kab,95.516121,5.3773599,0,.040387932,0,3,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6006
2007,Nanggroe Aceh Darussalam,163.76825775,3,Sumatra,55.946255,22.180265,85.641739,31.143085,10.178166,3.1468351,.21868852,13.54369,52.294468,Tsunami stricken,1,Tsunami stricken,.053123157,0,.11111111,Aceh Besar,Kab,95.516121,5.3773599,0,.063125528,1,3,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6021
2010,Nanggroe Aceh Darussalam,205.09758,3,Sumatra,58.3922,39.465778,107.23878,25.893675,16.078747,2.8838272,.27986678,19.242439,52.286709,Tsunami stricken,1,Tsunami stricken,-.069574222,0,.11111111,Aceh Besar,Kab,95.516121,5.3773599,0,.046959713,1,3,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6030
2012,Nanggroe Aceh Darussalam,224.36676,3,Sumatra,62.219139,44.157001,117.99062,25.307545,16.521574,2.8781002,.28104877,19.680723,52.58828,Tsunami stricken,1,Tsunami stricken,.016651088,0,.11111111,Aceh Besar,Kab,95.516121,5.3773599,0,.045891598,1,3,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6036
2008,Nanggroe Aceh Darussalam,20.7610183,4,Sumatra,9.2911243,3.1309223,8.3389711,44.173893,5.9083037,8.8994589,.27301186,15.080774,40.166485,Tsunami stricken,1,Tsunami stricken,-.025832599,0,.11111111,Aceh Jaya,Kab,95.665558,4.8457398,0,.041520428,1,4,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8032
2005,Nanggroe Aceh Darussalam,17.38925046,4,Sumatra,8.8134842,2.7281482,5.8476176,50.14867,5.4310765,9.9982491,.25937921,15.688705,33.627773,Tsunami stricken,1,Tsunami stricken,-.16923794,1,.11111111,Aceh Jaya,Kab,95.665558,4.8457398,0,-.41354948,1,4,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8020
2000,Nanggroe Aceh Darussalam,23.7924819375,4,Sumatra,13.351539,3.3441947,7.0967484,55.800285,4.8583536,9.0397902,.15753455,14.055678,29.827692,Tsunami stricken,1,Tsunami stricken,-.12289924,0,,Aceh Jaya,Kab,95.665558,4.8457398,0,-.042187423,0,4,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8000
2009,Nanggroe Aceh Darussalam,21.6193,4,Sumatra,9.4463997,3.3037801,8.8691196,43.022945,6.28864,8.6516218,.34136164,15.281624,41.024082,Tsunami stricken,1,Tsunami stricken,-.051757351,0,.11111111,Aceh Jaya,Kab,95.665558,4.8457398,0,.040509325,1,4,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8036
2002,Nanggroe Aceh Darussalam,24.674256125,4,Sumatra,13.907462,3.5286012,7.2381926,56.003456,5.0043244,9.1426392,.15377583,14.30074,29.334997,Tsunami stricken,1,Tsunami stricken,-.054593679,0,,Aceh Jaya,Kab,95.665558,4.8457398,0,.026118228,0,4,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,8008
2003,Nanggroe Aceh Darussalam,25.32292758,4,Sumatra,14.243303,3.6363678,7.4432573,55.879711,5.0646243,9.1213484,.17400967,14.359982,29.393353,Tsunami stricken,1,Tsunami stricken,-.054762106,0,,Aceh Jaya,Kab,95.665558,4.8457398,0,.025949776,0,4,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,8012
1999,Nanggroe Aceh Darussalam,24.81769898505511,4,Sumatra,,,,,,,,,,Tsunami stricken,1,Tsunami stricken,,0,,Aceh Jaya,Kab,95.665558,4.8457398,0,,0,4,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7996
2010,Nanggroe Aceh Darussalam,22.6156,4,Sumatra,9.6456604,3.5218999,9.4488602,41.899929,6.6461205,8.5460482,.38071066,15.572879,41.780277,Tsunami stricken,1,Tsunami stricken,.12176655,0,.11111111,Aceh Jaya,Kab,95.665558,4.8457398,0,.045053501,1,4,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8040
2006,Nanggroe Aceh Darussalam,19.3465649375,4,Sumatra,8.9500141,2.8494229,7.5471282,45.760689,5.3666344,9.1384516,.22322795,14.728314,39.01017,Tsunami stricken,1,Tsunami stricken,.037503138,0,.11111111,Aceh Jaya,Kab,95.665558,4.8457398,0,.10666265,1,4,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8024
2012,Nanggroe Aceh Darussalam,24.56474,4,Sumatra,10.42384,3.7588799,10.3812,41.602962,6.7329841,8.1650362,.40391228,15.301932,42.260574,Tsunami stricken,1,Tsunami stricken,-.0015660271,0,.11111111,Aceh Jaya,Kab,95.665558,4.8457398,0,.040221315,1,4,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8048
2001,Nanggroe Aceh Darussalam,24.038151375,4,Sumatra,13.571616,3.4202569,7.046277,56.109745,4.9589086,9.1175356,.15200844,14.228452,29.312891,Tsunami stricken,1,Tsunami stricken,-.070439309,0,,Aceh Jaya,Kab,95.665558,4.8457398,0,.010272563,0,4,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,8004
2004,Nanggroe Aceh Darussalam,26.29560256,4,Sumatra,14.751126,3.7619772,7.7825003,55.724186,5.0725327,9.0539179,.18003725,14.306488,29.596205,Tsunami stricken,1,Tsunami stricken,-.036989689,0,.11111111,Aceh Jaya,Kab,95.665558,4.8457398,0,.037691507,1,4,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8016
2007,Nanggroe Aceh Darussalam,19.91666225,4,Sumatra,9.1392689,2.9291861,7.848208,45.358227,5.415966,9.0435925,.24765515,14.707213,39.405235,Tsunami stricken,1,Tsunami stricken,-.039427705,0,.11111111,Aceh Jaya,Kab,95.665558,4.8457398,0,.029041799,1,4,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8028
2011,Nanggroe Aceh Darussalam,23.59632,4,Sumatra,9.9728403,3.67606,9.9466,41.461636,6.8112316,8.3819847,.3857381,15.578955,42.153183,Tsunami stricken,1,Tsunami stricken,.016393796,0,.11111111,Aceh Jaya,Kab,95.665558,4.8457398,0,.042450834,1,4,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8044
2005,Nanggroe Aceh Darussalam,93.14138018,5,Sumatra,62.105087,10.767709,20.268585,65.382553,4.9266129,6.2355137,.3984803,11.560607,21.761097,Tsunami stricken,1,Tsunami stricken,.010935212,0,0,Aceh Pidie,Kab,96.07177,5.07023,0,.03204143,1,5,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10025
1999,Nanggroe Aceh Darussalam,92.0021375254307,5,Sumatra,,,,,,,,,,Tsunami stricken,1,Tsunami stricken,,0,,Aceh Pidie,Kab,96.07177,5.07023,0,,0,5,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9995
2002,Nanggroe Aceh Darussalam,89.85585625,5,Sumatra,63.044102,9.6573906,17.15436,69.044853,4.2937183,6.0755267,.3784028,10.747647,19.090977,Tsunami stricken,1,Tsunami stricken,-.0026282147,0,,Aceh Pidie,Kab,96.07177,5.07023,0,.0099098589,0,5,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,10010
2011,Nanggroe Aceh Darussalam,146.91694,5,Sumatra,67.722977,14.93876,64.255203,45.046799,4.4550614,5.1521764,.56092918,10.168167,43.735733,Tsunami stricken,1,Tsunami stricken,.01782514,0,0,Aceh Pidie,Kab,96.07177,5.07023,0,.043950833,1,5,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10055
2010,Nanggroe Aceh Darussalam,140.59966,5,Sumatra,66.591377,14.11384,59.89362,46.317863,4.4225283,5.1019754,.5138135,10.038318,42.598694,Tsunami stricken,1,Tsunami stricken,.060979109,0,0,Aceh Pidie,Kab,96.07177,5.07023,0,.042825647,1,5,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10050
2007,Nanggroe Aceh Darussalam,124.22265075,5,Sumatra,66.645103,11.682947,45.894604,52.578213,4.1283445,4.9631004,.3133994,9.4048443,36.945438,Tsunami stricken,1,Tsunami stricken,.015607358,0,0,Aceh Pidie,Kab,96.07177,5.07023,0,.035690717,1,5,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10035
2004,Nanggroe Aceh Darussalam,90.20430254,5,Sumatra,60.447456,10.492019,19.264826,65.704323,4.8475671,6.3433719,.44045627,11.631395,21.356882,Tsunami stricken,1,Tsunami stricken,.021737257,0,0,Aceh Pidie,Kab,96.07177,5.07023,0,.043365609,1,5,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10020
2003,Nanggroe Aceh Darussalam,86.37614320000002,5,Sumatra,57.532116,10.16855,18.675482,65.305107,4.849052,6.486968,.43638611,11.772407,21.621111,Tsunami stricken,1,Tsunami stricken,.35873437,0,,Aceh Pidie,Kab,96.07177,5.07023,0,-.039495271,0,5,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,Tsunami stricken,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10015
